"\N","\N","\N","\N","PSR","1787","\N","\N","\N","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|17,8|","\N","2000-10-16","\N","\N","\N","\N","Es gibt einige Löcher auf die gebleibene dreien Zeilen des Recto, aber trotzdem man kann diese Zeilen die Inhalt dieser Zeilen mehr oder wenigen verstehen. Die Stoff des Papyrus ist hell braun, die Tinte ist blaßige schwartz. Viele Teile vom Brief sind verloren gegangen. Wir wissen nicht was sind die Forderungen des Mutter von ihr Sohn genau. Auf jeden Fall der jetzige gebliebene Teil ist sein Zustand gut.  ","\N","\N","1904","\N","Geschenk Schott","F","\N","\N","\N","|8,8|"," Der Absender ist die Mutter und der Adressat ist ihr Sohn. In der ersten Zeile lesen wir die Wünsche der Muter zu ihr Sohn: Got beschütze Dich, lasse Dich leben,  lasse Dich genießen, und lasse seine Gnade an dir zu dauren. In der zweiten Zeile lesen wir Folgendes 'ājibtu minka yā ibnī', d. h ich wunderte mich von dir mein Sohn. Nach diesem Satzt verstehen wir daß dieser Brief von Inhalt her ein Tadelbrief. In dir dritten zeile lernen wir durch das Wort ' rasūl' D. H Gesandter,  daß die Mutter schon vor diesem Schreiben ein Gesandetr zu ihr Sohn gescheckt hat. Auf die rechte Seite des Randes der Recto gibt es zwei Zeilen, lesen wir die Folgendes erste die erste Zeile: Lob sei Gott. In der zweitem Zeile man kann  nur lesen das Wort ' wajamīl' d. h und schön... . Auf Verso gibt es nur eine Zeile, die durch sie können wir erfahren der Name des Sohnes, der ' yaḥyā' heißt . Die Zeile lautet: zu meinem Sohn yaḥyā, Gott lasse Dich leben...von seinr Mutter. Der letzte Teil dieser Zeile.: von seiner Mutter lässt uns zu vermuten daß nicht die Mutter selbst dieser Brief schreibte sondern jemand andere aber nach ihr Wunsch, weil das Wort ' min umihi' d. h von siner Mutter bezieht sich auf  dritte Person. ","\N","\N","\N","9","\N","\N","3","\N","CD_A_042","CD_A_042","abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","1320 g 5+6","T","\N","\N","\N","Ein Brief von einer Mutter zu ihr Sohn","\N","\N","546","Arab.","\N","\N","Es gibt einige diakritische Punkte auf die Recto,  bei der Worte ' ya ibn– '.","\N","\N","\N","\N","\N","Recto u. Verso","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","CD_A_042","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","1788","\N","\N","\N","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|8,3|","\N","2000-10-16","\N","\N","\N","\N"," Recto: Bis der achten Zeile sind erhaklten wahrscheinlich nur die Hälfte von der rechten Seite der Zeilen, von der neunte Zeil bis der Letzte sind vieleicht nur viertel von der Zeilen auf die rechte Seite noch geblieben. Viel von ganzem Stück ist beschädigt, verloren. Auf Verso die Beschädigung ist größer. Viele Zeilen sind ausradiert wahrscheionlich wegen Feuchtigkeit- Wasser. Die schwartze Tinte und der Stuff-Papyrus sind wegen dieser Feuchtigkeit blaß geworden. Es gibt auch einige Löcher aber stören nicht der Leser die Wörter zu verstehen. ","\N","\N","1904","\N","Geschenk Schott","F","\N","\N","\N","|27,4|"," Recto: Wegen der großen Beschädigung man kann nicht viel von der Inhalt herausziehen, aber von was noch gebleieben verstehen wir daß in diesem Brief handelt sich um Geldanglegnheitn,  so das Wort ' Dīnār' oft geschriebn ist, und lesen wir in der Zeile Nr.7 ' kul yawm aiṣrīna dīnāran', d. h jeden Tag zwanzig Dīnār- Geldmüntze. 
Verso: Scheint  daß es viele verlorene Zeilen auf Verso Seite gab, aber wir können noch der Rest von der beiden gebliebenen Zeilen Folgendes lesen : Du sollst wissen daß ich Bargeld' naqd fī al- māl' gescheckt habe, die ich von der Grundsteur herausngenommen habe' al- laḏī aḥrajtahu'. ","\N","\N","\N","9","\N","\N","3","\N","CD_A_042","CD_A_042","abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","1321 a 1+2","T","\N","\N","\N","Eein Brief über Geldsaache und Forderungen einige Sache zu erlidegen","\N","\N","547","Arab.","\N","\N","An einige Stellen sind diakritische Punkte gesetzt, wie Z. b auf das Wort ' ar–na d–n$ran '. ","\N","\N","\N","\N","\N","Recto u. Verso","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","CD_A_042","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","1789","\N","\N","\N","Literarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|9|","\N","2000-10-16","\N","\N","\N","\N","Es scheint daß bei der beiden Ränder links wie rechts fehlen die Teile von der Quranversen. Es scheint auch daß die beide erste Zeilen der beiden Seiten Recto wie Verso sind der rechtige Anfang. Ab Zeile Nr. 5( ab Verse Nr. 41 auf Recto und ab Verse Nr. 52 auf Verso) fehlen mehr Teile als im oberen Teil d. h ab die erste Zeile bis der fünften Zeile, und zwar auf die beide Seiten. Die Tinte ist dunkel schwartz, besonders mehr auf Recto.","\N","\N","1904","\N","Geschenk Schott","F","\N","\N","\N","|17,5|","Die Quranversen der Sure al- Namil- Die Ameisen, Nr. 27. Auf Recto ist der Anfang von Verse Nr. 39 bis 45. Der Anfang lautet ' anā atīka bihi qabla an taqūma min maqāmika'; Übers '   '. Das Ende der Recto ist die Verse Nr. 45 lautet'  'aẖāhum ṣāliḥan an auabudū ( allaha)'. Auf Verso fängt mit der Verse Nr. 47 die lautet ' maaka qāla ṭāarukum anda allah bal antum...' Übers' ' '.  Das Ende der Verso ist Verse Nr. 59 lautet'...aiṣṭafā aallahu ḥayrun ama( yušrikūn); Übers'  '. Es gibt in der letzten Zeile der Verso einige undeutliche Buchstaben, sie sollen zur Verse Nr. 60 gehören, diese Buchstaben sind ein Teil vom Wort' al- samāa', d. h der Himmel. Beim Übergang von Recto zu Verso fehlt eine Verse die Nr. 46 ist, die sollte am Ende der Recto sein, d. h nicht am Anfang der Verso, wir sehen einige Spüren für die Schrift diesr Verse auf Recto unten.","\N","\N","\N","9","\N","\N","3","\N","CD_A_042","CD_A_042","nicht abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","1321a 3+4","T","\N","\N","\N","Quranversen aud der Sure al- Namil- Die Ameisen, Nr. 27.","\N","\N","548","Arab.","\N","\N","Die Buchstaben sind ziemlich groß und deutlich geschrieben um sie rechtig zu lesen, weil es sich hier um ein heilige Schrift handelt und nicht um  einer normalen Brief. Es gibt kein diakritische Punkte. Es gibt auf Recto 11 Zeilen fehlt wahrscheinlich noch eine die die Verse 46 ist. Auf Verso sind 12 Zeilen. Auf die Letzte nur baar Buchstaben eins Wortes 'der Himmel.'. ","\N","\N","\N","\N","\N","Recto u. Verso","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","CD_A_042","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","1790","\N","\N","\N","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|17|","\N","2000-10-17","\N","\N","\N","\N","Das Schreiben ist durchlöchert. In vielen Stellen ist verblaßt und verwischt. Es scheint auf Grund was noch vom Schreiben geblieben, daß  der erste Teile der Recto der Anfang ist, d. h fehlt der Anfang und das Ende, und das gilt für Verso. Die beide Ränder links und recht der beiden Seiten sind auch verlorn. Die Stof selbst- Papyrus- ist hell braun, vieleicht wegen der Feuchtigkeit.  ","\N","\N","1904","\N","Geschenk Schott","F","\N","\N","\N","|13,3|","Recto: nach der Grüßen  von der ersten Zeile bis der Dritten bemerken wir duruch der Rest der Zeilen daß der Absender eine niedrige soziale Sufe unter der Adressat steht.  Das letzte Wort der vierten Zeile ' min sayidī ' d. h von meinm Herr,  ist ein Zeichen für diese Vermutung. Wahrscheinlich handelt sich um um ein Brief von einem Arbeiter zu  seinem Herr, er teilte ihm über die Geschäfte oder Geldangelgenheiten dieses Beitzer, die er sie für ihn führt.   Auf Verso scheint daß es die Fortsetzung dieses Briefes, wir lesen in der Zeile Nr. 3 '...waaḥad ašar qīrāṭ' d. h und elf Qīrāṭen. Der Gewichtmaß qīrāṭ wurde oft in dieser Zeit als der Gewicht des Goldes verwendet.  Auch das Wort Dīnār in der Zeile Nr. 4 liefert uns mehr oder weniger über der Inhalt dieses Briefes.  ","\N","\N","\N","9","\N","\N","3","\N","CD_A_043","CD_A_043","nicht abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","1321 a  3+4","T","\N","\N","\N","Ein Brief über Geschäfte und Geldanglegenheiten","\N","\N","549","Arab.","\N","\N","Es gibt in einigen Wörtern diakritische Punkte der beiden Seiten gesetzt. ","\N","\N","\N","\N","\N","Recto u. Verso","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","CD_A_043","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","1791","\N","W.Diem, „Three remarkable Arabic documents from the Heidelberg Papyrus Collection“ (Sammelband Kaplony - im Druck)","\N","Dokumentarisch","dokumentarisch","\N","\N","T","\N","Prof. Diem, Köln","\N","T","\N","|13,5|","\N","2000-10-17","\N","\N","\N","\N","Der Stück ist sehr beschädigt, ein große Teil der Mitte des Stückes ist verlroren,  die Sschrift der schwartze Tinte ist verblaßt und einige Wörtern sind verwischt, sehen wir nur ihren Spüren. Es scheint daß die Tinte scharf gespitzt, weil die schrift ist dünn. Der Stoff selbst- Papyrus- ist hell braun, wahrscheinlich wegen der Feuschtigkeit oder dem Wasser. Der erhaltene fünf Zeilen enthälten noch ihren Anfang auf der rechte Rand, aber ihren linke Rand ist viel von ihm abgerissen.","\N","\N","1904","\N","Geschenk Schott","F","\N","\N","\N","|9|","Recto: Nach der Eröffnung ' Basmalah '  kommt die zweite Zeile die in ihr lesen wir daß der Absender ist der König Abd al Malik der Sohn von Yazid der Sohn( der Sohn der berühmten islamischen Herrscher- König Muāwiya ibn abū Sufiān( Ende der Ummayadische Herrschaft). Der Adressat ist der Befehlshaber der Post ' ṣāḥib al barīd'  der Stadt Ušmūn (Hermopolis Magna). Über der Inhalt dieses Schreiben können wir nicht viel sagen, weil viele Teile des Briefes verloren gegangen sind. Das Wort'al barīd ', d. h die Post ist drei Mal erwähnt wurde, d. h kann sein daß der Inhalt bezieht sich auf die Anglegnheiten der Post , und wie soll der Befehlshaber der Post  weiter die Post leiten . Auf Verso befindet sich eine Zeile die bei ihr der Name der Absender und der Name der Adressat(oben erwähnt wurde) ","\N","\N","\N","8","\N","\N","2","131","CD_A_043","CD_A_043","abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","R+V   KB=632c 22+24","T","Prof. Diem, Köln","\N","\N","Ein Brief von Abd al Malik der Sohn des Yazid an Postdirektor der Stadt  U˝m«n","\N","\N","550","Arab.","\N","\N","\N","Scan an
2014 - Prof. Werner Diem (Köln)

12.12.79 an Faleh Hussain, Amman, Jordanien.
28.8. 84 an dieselbe Person. 
Scan an
Herrn Abd el-Latif, Aug.2004
8.5.2006 an Prof. Diem, Köln","\N","\N","\N","\N","Recto u. Verso","\N","\N","Arabisch","In Bearbeitung","\N","\N","\N","\N","CD_A_043","\N","\N","\N","T","\N","\N","2014-06-23","\N","\N","\N"
"\N","\N","\N","\N","PSR","551","\N","\N","\N","\N","dokumentarisch","\N","\N","F","\N","\N","Ein Papyrus (Unterlagen des Instituts). Nicht mehr auffindbar. Ob der Text nur auf Recto oder gleichzeitig auf Recto und Verso steht, bleibt unklar, denn Grohmann, CPR III 1,1 S. 65 A. 2 spricht von PSR 551, Grohmann, CPR III 1,1 S. 99 (in der Konkordanz) von PSR 551 Verso.","T","\N","||","\N","2000-04-11","\N","\N","\N","\N","\N","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","||","Unbekannt","\N","\N","\N","\N","\N","\N","\N","\N","CD_A_043","CD_A_043","abgeschlossen","\N","\N","Grohmann, CPR III 1,1 S. 65 A. 2","\N","\N","\N","Papyrus","\N","\N","\N","T","\N","\N","\N","\N","\N","\N","551","Arab.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","CD_A_043","\N","\N","\N","F","\N","\N","2009-12-17","\N","\N","\N"
"\N","Diem, ABPP Tf. 54 links","\N","\N","PSR","1793","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","Der Schreiber von Verso hat das Stück quer gewendet; der Anfang von Recto entspricht also dem Anfang von Verso.","T","\N","|10,5|","\N","1999-12-13","\N","\N","\N","\N","Von Recto fehlt die obere Hälfte der Basmala, rechts ein Streifen mit ein-zwei Wörtern, links ein Streifen mit zwei-drei Wörtern. Schriftrichtung quer zur Faserrichtung.","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","|16,2|","Der Brief besteht fast ganz aus formelhaften Wendungen und dient vermutlich nur der Pflege guter Beziehungen mit den Adressaten, einem Abū Bakr und einem Abū ‘Alī. Der Schreiber grüsst Abū Muḥammad, Abū l-Ḥasan, Abū Ḥafṣ und einen šayḫ. Maymūn lässt grüssen. Bei den Adressaten könnte es sich um zwei Brüder und ihren Vater handeln. Der Brief belegt, dass für die Spätzeit typische Floskeln schon im 3. / 9.Jh. gebraucht werden.","\N","\N","\N","9","\N","\N","3","\N","CD_A_043","CD_A_043","abgeschlossen","\N","\N","Diem, ABPP S. 47; 64; 66; 225; 280","\N","\N","\N","Papyrus","\N","\N","367 c 16 + 18; d 1 + 3","T","\N","57","\N","Beteuerung enger Verbundenheit und Bitte um Nachricht.","\N","\N","552","Arab.","\N","\N","Die besondere Bedeutung des Briefes liegt auf phraseologischem Gebiet, er zeigt, dass einige für die Sptäzeit typische Ausdrücke schon im 3.-4. Jh. in Gebrauch sind. Einige Ausdrücke sind erst aus späterer Zeit belegt. Einige diakritische Zeichen.","23. 6. 1986 an Diem, Köln","\N","\N","Diem, ABPP","\N","Recto","\N","\N","Arabisch","Publiziert","\N","\N","\N","\N","CD_A_043","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","Diem, ABPP Tf. 54 rechts","\N","\N","PSR","1793","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|10,5|","\N","2000-01-17","\N","\N","\N","\N","Am linken Rand fehlt ein Streifer von oben ein, unten zwei Wörtern. Die beiden letzten Zeilen sind fast ganz zerstört. Schriftrichtung quer zur Faserrichtung.","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","|16,2|","Der Absender beschwert sich beim Adressaten, wohl einer einflussreichen Persönlichkeit oder einer Amtsperson, über einen Dritten, der in den Kamelstall (dār ǧimāl) des Schreibers eingedrungen ist, wohl eine Schere (miqaṣṣ) gestohlen hat und sich bei all dem auch noch unbekümmert zeigt. Wahrscheinlich bittet er den Adressaten, einzuschreiten. Es erscheint weiter die Besitzerin einer Sache (ṣāḥibat ...). Unter dem Text und links neben der Basmala in z.T.gegenläufiger Schrift Schreibübungen (Eulogien und Basmala). ","\N","\N","\N","9","\N","\N","3","\N","CD_A_043","CD_A_043","abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","367 c 16 + 18; d 1 + 3","T","\N","58","\N","Beschwerde; Schreibübungen","\N","\N","552","Arab.","\N","\N","Einige diakritische Zeichen.","23. 6. 1986 Diem, Köln","\N","\N","Diem, ABPP","\N","Verso","\N","\N","Arabisch","Publiziert","\N","\N","\N","\N","CD_A_043","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","Diem, ABPP Tf. 25","\N","\N","PSR","1794","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|11|","\N","1999-12-13","\N","\N","\N","\N","Vom Schreiben ist die linke Hälfte erhalten, rechts fehlen etwa fast die ganze rechte Hälfte, also etwa zehn Buchstaben pro Zeile. Der obere und der linke Rand ist erhalten. Wieviel unten fehlt, ist unbestimmbar. Schriftrichtung quer zur Faserrichtung.","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","|28,5|","Der Schreiber hat zwei Gegenstände von einem Abū Quzmān [?] zur Weitergabe an den Adressaten bekommen. Er antwortet auf die Mahnung des Adressaten, er werde sie ihm bereitwillig aushändigen. Weiter erscheint die Begleichung eines vom Adressaten geschuldeten Viertel-dīnār, ein Bevollmächtigter (wakīl) wohl des Abū Quzmān [?] und ein Abū Zakarīyā [?]. ","\N","\N","\N","8","\N","3","2","\N","CD_A_043;CD_A_052","CD_A_043;CD_A_052","abgeschlossen","\N","\N","Diem, magische Texte S. 28","\N","\N","\N","Papyrus","\N","\N","372 a 10; b 12","T","\N","26","\N","Übergabe zweier vom Schreiber verwahrter Gegenstände und Begleichung einer Schuld","\N","\N","553","Arab.","\N","\N","Nebeneinander eine eigentümliche und eine normale Ligatur von Mittel-h$’. Einige diakritische Zeichen. ","23.6.1986 Diem, Köln","\N","\N","Diem, ABPP","\N","Recto","\N","\N","Arabisch","Publiziert","\N","\N","\N","\N","CD_A_043;CD_A_052","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","Diem, ABPP S. 29","\N","\N","PSR","1794","\N","Diem, magische Texte S. 27 - 32","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|11|","\N","1999-12-13","\N","\N","\N","\N","Das Stück ist vollständig abgesehen von einer Lücke in Z. 4, die sich aber schliessen lässt. Schriftrichtung parallel zur Faserrichtung.","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","|28,5|","Der Schreiber verwünscht eine Frau Farasīya. Abschliessend finden sich ein Pentagramm oder Hexagramm, die Bemerkung, dass der Fluch sich nur auf Farasīya beziehe, eine Schlussbemerkung. Es handelt sich um eine der sehr seltenen direkten Verwünschungen, nicht um eine Anleitung für Zauberei und Magie.","\N","\N","\N","9","\N","\N","3","\N","CD_A_043;CD_A_052","CD_A_043;CD_A_052","abgeschlossen","\N","\N","Diem, ABPP S. 47; 128; 241","\N","\N","\N","Papyrus","\N","\N","372 a 10; b 12","T","\N","\N","\N","Verwünschung einer Frau","\N","\N","553","Arab.","\N","\N","Einige wenige diakritische Zeichen.","23.6.1986 Diem, Köln","\N","\N","\N","\N","Verso","\N","\N","Arabisch","Publiziert","\N","\N","\N","\N","CD_A_043;CD_A_052","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","554","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","Ein Papyrus (Unterlagen des Instituts). Nicht mehr auffindbar.","F","\N","||","\N","2000-04-11","\N","\N","\N","\N","\N","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","||","Es findet sich ein Notariatszeichen (Grohmann, CPR III 1,1 S. 87 A.1). Vermutlich handelt es sich um eine Urkunde.","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","abgeschlossen","\N","\N","Grohmann, CPR III 1,1 S. 87 A.1","\N","\N","\N","Papyrus","\N","\N","\N","T","\N","\N","\N","Urkunde","\N","\N","554","Arab.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","F","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","554","\N","\N","s. eigenen Datensatz","\N","dokumentarisch","\N","\N","F","\N","\N","Ein Papyrus (Unterlagen des Instituts). Nicht mehr auffindbar. Die Existenz eines eigenen Textes auf Verso ist nur daraus zu erschliessen, dass Grohmann, CPR III 1,1 S. 87 A.1; 99 von der Recto-Seite spricht.","F","\N","||","\N","2000-04-11","\N","\N","\N","\N","\N","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","||","Unbekannt.","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","\N","T","\N","\N","\N","Urkunde","\N","\N","554","Arab.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Arabisch vermutlich","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","F","\N","\N","2009-12-17","\N","\N","\N"
"\N","Diem, ABPP Tf. 22","\N","\N","PSR","1796","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","Die Bezeichnung von Recto und Verso folgt Diem, ABPP S. 112; die Etikette markiert also die Verso-Seite. Der Schreiber von hat das Stück in der Längsrichtung gewendet; der Schluss von Recto entspricht also dem Anfang von Verso.","T","\N","|23,5|","\N","1999-12-27","\N","\N","\N","\N","Das Stück umfasst oben die linke Hälfte der Breite, unten die ganze Breite. Der obere, linke und unten rechte Rand sind erhalten. Wieviel unten fehlt, ist unbekannt. Schriftrichtung parallel zur Faserrichtung.","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","|13,5|","Der Schreiber bittet die zwei Adressaten, einen Brief an Abū ‘Āṣim und einen Brief an den Postmeister (ṣāḥib al-barīd) weiterzuleiten und die entsprechenden Antworten entgegenzunehmen. Der Adressat möge im Brief an den Postmeister  noch dessen kunya einfügen. Ein Sa‘īd hat Schulden. Der Schreiber hat auch an Saqr b. Bunayy geschrieben.","\N","\N","\N","9","\N","\N","3","\N","CD_A_043","CD_A_043","abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","372 b 14; c 16","T","\N","21","\N","Geschäftliches und Bitte um Weiterleitung von Briefen an ihre Empfänger","\N","\N","555","Arab.","\N","\N","Einige diakritische Punkte.","23.6.1986 Diem, Köln","\N","\N","Diem, ABPP","\N","Verso","\N","\N","Arabisch","Publiziert","\N","\N","\N","\N","CD_A_043","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","1796","\N","\N","s. eigenen Datensatz","\N","dokumentarisch","\N","\N","F","\N","\N","Die Bezeichnung von Recto und Verso folgt Diem, ABPP S. 112; die Etikette markiert also die Verso-Seite. ","T","\N","|23,5|","\N","1999-12-27","\N","\N","\N","\N","Schriftrichtung quer zur Faserrichtung.","\N","\N","1904","\N","Geschenk Schott","T","\N","\N","\N","|13,5|","xxx Fragment eines Geschäftsbriefs.","\N","\N","\N","\N","\N","\N","\N","\N","CD_A_043","CD_A_043","nicht abgeschlossen","\N","\N","Diem, ABPP S. 112; 176 xxx","\N","\N","\N","Papyrus","\N","\N","372 b 14; c 16","T","\N","\N","\N","\N","\N","\N","555","Arab.","\N","\N","\N","23.6.1986 Diem, Köln","\N","\N","\N","\N","Recto","\N","\N","\N","Unpubliziert","\N","\N","\N","\N","CD_A_043","\N","\N","\N","F","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","1300","\N","\N","\N","\N","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|12,2|","\N","2000-10-19","\N","\N","\N","\N","Es fehlt vom ganzen Schreiben viel, die obere wie die untere Teile auch die beide Ränder links wie rechts. Auf Recto haben wir unvolständige 10 Zeieln, auf Verso auch unvolständige 4 Zeieln.Die Schrift ist verblaßt auf die beide Seiten aber mehr auf Verso, die Schrift ist faßt verwischt.  Die Tinte ist schwartz. Auch der Stoff selbser- Papyrus ist braun hell, wahrscheinlich wegen der Feuchtigkeit. Es gibt einige Löcher, und ein Riß der von der Zeile Nr. 8 bis der letzten Zeile, das Länge des Rißes ist 4 cm.  ","\N","\N","1904","\N","Geschenk Schott","F","\N","\N","\N","|13,5|"," Recto: Vom Inhalt des ganzen Briefes vermute ich daß wir nur der mittlere Teil des Schreiben haben, d. h der Anfang und das Ende fehelen, desewegen können wir nicht viel über der Inhalt sagen, aber von was noch von Schrift geblieben ist, können wir sagen daß es um ein geschäftliche Brief handelt. In der dritten Zeile lesen wir'sabatun wa ṯlāṯin wa niṣf', d. h siebendreisig und halb und in der vierten Zeile lesen wir ' wa arbaatun wa ... aūn dīnār', d. h vier und-unklar dieser Zahl, kann sein sabaūn, d.h siebzig- Dinar. In der Zeile 6 lesen wir die Wörte ' tajal alaynā' , d. h dringt uns( wahrscheinlich sollte sein das Wort - Warum- das vermute ich als das Wort ' lima' vor dem Wort 'tajal' steht ) zu beeilen. Wahrscheinlich wollte der Absender der Adressat bitten daß er sie nicht unter Druck lassen soll um er- der Absender- schnell das Geld zu bezahlen ?. In der Zeile 8 sagte der Absender als Argument für diese Bitte zum Adressat daß er - der Adressat- ' tarif al ḥālah wa tusāaid fi...' d. h daß du die Situation kennt und hilft bei... . Verso: die Fortsetzung des Schreiben, weil die Schrift verblaßt ist können wir nicht viel von der gebliebenen Zeilen lesen- verstehen.     ","\N","\N","\N","8","9","3","2","\N","CD_A_043","CD_A_043","abgeschlossen","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","1321 a 5+6","T","\N","\N","\N","Ein geschäftliche Brief","\N","\N","556","Arab.","\N","\N","Es gibt keine diakritische Punkte.","\N","\N","\N","\N","\N","Recto u. Verso","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","CD_A_043","\N","\N","\N","T","\N","\N","2009-12-17","\N","\N","\N"
"\N","\N","\N","\N","PSR","1232b","\N","\N","\N","Dokumentarisch","dokumentarisch","\N","\N","T","\N","Prof. Diem, Köln","Es gibt nur einmal diakritische Punkte, hauptsächlich in Recto Seite, vor dem Wort ' d–n$r' bmerken wir daß ein Buchstabe 'ya' gibt die mit zweien Punkte unter ihr gesetzt. ","T","\N","|9|","\N","2000-10-19","\N","\N","\N","\N"," Wenn wir erste Recto beschreiben wollen können wir sagen ; es scheint daß diesr Stück klein ist, und was von ihm veloren gegangen ist nicht so viel. Es gibt einige Löcher aber sie stören das Lesen der Schrift nicht, nur in der dritten Zeile gibt es ein Loch durch ihn ein ganzes Wort ist verschwunden, wahrscheinlich der Nachname von M–lm«s. Der schwartze Tinte ist ziemlich dunkel, aber bei einige Wörtern ist sie hell geworden. Was Verso betrefft die schwartze Tinte ist hell geworden, faßt man kann die Wörtern nicht lesen, wahrscheinlich wegen der Feuchtigkeit - Wasser.     ","\N","\N","1904","\N","Geschenk Schott","F","\N","\N","\N","|6,5|"," Recto: Ein Teil eine Grundsteuerquittung eines nicht Muslims, ein christlische Bewöhner, sein Name ist Mīlmūs ( Zeile 3  ). Am Anfang dieser Zeile lesen wir die Hälfte des arabischen Wort ' almusamā ' d. h der gennant, danach ist der o.g Name geschrieben. In dieser Zeile wir nach dem dritten Wort das Wort ' mina al ẖarāǧ ' d. h vom Steuer.  Der Beitrag dieser Quittung ist ein Dīnār, das Mīlmūs bezahlt hat (Zeile 4 ' dīnār wāḥid adad' ). Der erste Zeile fängt nicht mit Basmalah wie gewöhnlich ist, sondern mit der Bezeichnung des Beitragzahls' adad d'. d.h ein Zahl, gemeint ein Dīnār.
Verso:  entweder der Fortsetzung  dieser Quittung oder ein andere Brief. Weil die Schrift vewischt ist können wir den Inhalt nicht richtig lesen , aber in der lezten Zeile lesen wir das Datum dieser Quittung' sanat ẖams wa ṯamānīn wa ṯalāṯumāati', d. h 385 .  ","\N","\N","\N","10","\N","\N","4","385","CD_A_043","CD_A_043","abgeschlossen","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","1419 a 1-4","T","Verso: Prof. Diem, Köln","\N","\N","Eine Grudsteuerquittung","\N","\N","557","Arab.","\N","\N","\N","12.05, CD an Prof. Diem, Köln","\N","\N","\N","\N","Vorderseite u. Rückseite","\N","\N","Arabisch","In Bearbeitung","\N","\N","\N","\N","CD_A_043","\N","\N","\N","T","\N","\N","2010-07-02","\N","\N","\N"
