"\N","\N","\N","\N","PSR","1445","\N","\N","Rückseite frei","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|13,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","|9,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 b 38; 1109 a 5+6; b 1+2","T","\N","\N","\N","\N","\N","\N","19","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1446","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|12,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|9,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 c 34-36; 1109 b 3-6","T","\N","\N","\N","\N","\N","\N","20","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1450","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|19,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|13,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 c 32; 1109 c 1-4","T","\N","\N","\N","\N","\N","\N","21","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg
26.8.94 Christa Schüssler, Hochschule für jüdische Studien, HD","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1452","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|13,8|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|8,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 d 28-30; 1109 c 5+6; d 1+2","T","\N","\N","\N","\N","\N","\N","22","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1453","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|14,7|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|9,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 d 24-26; 1109 d 3-6, e 1+2","T","\N","\N","\N","\N","\N","\N","23","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","24","\N","\N","s. eigenen Datensatz","\N","literarisch","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|10,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|12,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 e 20-22; 1109 e 3-6","T","\N","\N","\N","\N","\N","\N","24","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1455","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|10,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|7,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 e 16-18; 1109 f 1-4","T","\N","\N","\N","\N","\N","\N","25","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1588","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht, Publikationsrecht an Prof. Hopkins","\N","\N","|7,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|9,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 f 12-14; 1109 f 5+6; g 1+2","T","\N","\N","\N","\N","\N","\N","26","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1444","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","arabisch und hebräisch; teilweise quer geschrieben; unveröffentlicht","\N","\N","|18,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|12,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 f 8-10; 1109 g 3+4 (5+6); 1110 a 1+2 (3+4)","T","Reserviert für Prof. Diem","\N","\N","\N","\N","\N","27","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg
16.11.09 Prof.Diem, Köln","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","1269 c 1+2; Photoplatte UB 250","\N","\N","915","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|26,5|","= P.Heid. Inv Arab. 27","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1897","\N","\N","\N","\N","\N","\N","|11,0|","drei Zeilen arabisch in hebräischer Schirft","\N","\N","\N","11","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 g 88 +2-6","T","\N","\N","\N","\N","\N","\N","28","Hebr. (arab)","\N","\N","\N","12.7.72 Prof. Dietrisch, Göttingen
28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","literarisch","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|8,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","|14,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","829 e 1+2; 1110 b 1-4","T","\N","\N","\N","\N","\N","\N","29","Hebr.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","mit P.Heid. Inv. Hebr. 5 zusammengesetzt, vorher noch nicht inventarisiert 9/88 Zachmann","\N","\N","|4,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","alter Bestand","\N","\N","\N","\N","|6,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Pergament","\N","\N","879 b 1+4; 1108 a 3-6","T","\N","\N","\N","\N","\N","\N","30","Hebr.","\N","\N","\N","\N","Christa Schüßler, Und die Heiligen singen in Zion, Magisterarbeit, Hochschule für jüdische Studien Heidelberg 1996.","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","literarisch","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|9,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","alter Bestand","\N","\N","\N","\N","|11,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","1060 e 1-6; 1110 c 1-4","T","\N","\N","\N","\N","\N","\N","31","Hebr.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|8,6|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","|4,9|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","1106 d 1-4","T","\N","\N","\N","\N","\N","\N","32","Hebr.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","literarisch","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|2,1|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","|5,9|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Pergament","\N","\N","1404 d 3-6","T","\N","\N","\N","\N","\N","\N","33","Hebr.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","literarisch","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|2,1|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","|5,9|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Pergament","\N","\N","1404 d 3-6","T","\N","\N","\N","\N","\N","\N","33","Hebr.","\N","\N","\N","\N","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","dokumentarisch","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|8,6|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","|4,9|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","1106 d 1-4","T","\N","\N","\N","\N","\N","\N","32","Hebr. (arab)","\N","\N","\N","\N","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","dokumentarisch","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|9,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","alter Bestand","\N","\N","\N","\N","|11,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","1060 e 1-6; 1110 c 1-4","T","\N","\N","\N","\N","\N","\N","31","Hebr. (arab)","\N","\N","\N","\N","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","\N","\N","\N","s. eigenen Datensatz","\N","dokumentarisch","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|8,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","|14,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","829 e 1+2; 1110 b 1-4","T","\N","\N","\N","\N","\N","\N","29","Hebr. (arab)","\N","\N","\N","\N","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1444","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|18,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|12,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 f 8-10; 1109 g 3+4 (5+6); 1110 a 1+2 (3+4)","T","\N","\N","\N","\N","\N","\N","27","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1588","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht, Publikationsrecht an Prof. Hopkins","\N","\N","|7,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|9,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 f 12-14; 1109 f 5+6; g 1+2","T","\N","\N","\N","\N","\N","\N","26","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1455","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","hebräisch und arabisch; unveröffentlicht","\N","\N","|10,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|7,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 e 16-18; 1109 f 1-4","T","\N","\N","\N","\N","\N","\N","25","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","24","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|10,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|12,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 e 20-22; 1109 e 3-6","T","\N","\N","\N","\N","\N","\N","24","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1453","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|14,7|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|9,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 d 24-26; 1109 d 3-6, e 1+2","T","\N","\N","\N","\N","\N","\N","23","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1452","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|13,8|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|8,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 d 28-30; 1109 c 5+6; d 1+2","T","\N","\N","\N","\N","\N","\N","22","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1450","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|19,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|13,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 c 32; 1109 c 1-4","T","\N","\N","\N","\N","\N","\N","21","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg
26.8.94 Christa Schüssler, Hochschule für jüdische Studien, HD","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1446","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|12,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|9,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 c 34-36; 1109 b 3-6","T","\N","\N","\N","\N","\N","\N","20","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","PSR","1443","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","arabisch; unveröffentlicht","\N","\N","|17,5|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|11,3|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 b 40-42; 1109 a 1-4","T","\N","\N","\N","\N","\N","\N","18","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","917","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","\N","\N","\N","|17,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1897","\N","\N","\N","\N","\N","\N","|26,0|","in zwei Kolumnen arab. Verzeichnis in hebräischer Schrift; u.a. arabisch.","\N","\N","\N","11","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 a 46-48; 1108 g 3+4 (5+6)","T","\N","\N","\N","\N","\N","\N","17","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg
12.1.88 Prof. Gil, Tel Aviv","S.D. Goitein, Bankers Accounts from the Eleventh Century A.D. , in: Journal of the Economic and Social History of the Orient 9 (1966) 51ff.","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","1269 b 2","e","PSR","1415","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|2,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1904","\N","Schott","\N","\N","\N","\N","|6,0|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","672 a 50-52; 1108 g 3+4","T","\N","\N","\N","\N","\N","\N","16","Hebr.","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","1269 a 2","\N","\N","916","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","nahezu unbeschädigtes Papier; arabische Rechnung, datiert Donnerstag 3. 478; darunter Nachtrag, datiert Muharram 479; darunter hebräische Abrechnung, Fortsetzung auf der Rückseite in zwei Kolumnen; unveröffentlicht.","\N","\N","|20,0|","\N","1997-06-21","\N","\N","\N","\N","\N","\N","\N","1897","\N","\N","\N","\N","\N","\N","|14,1|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","671 g 58-60; 1108 f 1-4","T","\N","\N","\N","\N","\N","\N","14","Hebr. (arab)","\N","\N","\N","28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","1270 2","\N","\N","913","\N","\N","s. eigenen Datensatz","\N","\N","\N","\N","T","\N","\N","unveröffentlicht","\N","\N","|20,8|","\N","1997-06-22","\N","\N","\N","\N","\N","\N","\N","1897","\N","\N","\N","\N","\N","\N","|32,7|","Adresse in drei Zeilen","\N","\N","\N","10","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Hadernpapier","\N","\N","671 f 62-64; 1108 e 1-4","T","\N","\N","\N","\N","\N","\N","13","Hebr.","\N","\N","\N","8.3.56 Prof. Goitein, Jerusalem
28.2.75 Jewish National University, Jerusalem
25.7.77 Prof. M.M. Sprecher, Heidelberg
1.8.80 Prof. Klein-Franke, Jerusalem
27.7.82 Prof. Talmon, Jüdische Hochschule Heidelberg","\N","\N","\N","\N","Rückseite","\N","\N",Hebräisch,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
