"\N","\N","\N","i","\N","234","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|9,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|4,0|","Nicht einzuordnen. 'Mögen sie hervorkommen und die Gärten umkreisen … mögen sie zu dem (?) kommen … mögen sie die Handberühren'","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","547 c 1+2","T","\N","\N","\N","Fragment eines urkundlichen Textes","\N","\N","74","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","i","\N","234","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|9,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|4,0|","\N","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","547 c 1+2","T","\N","\N","\N","Fragment eines urkundlichen Textes","\N","\N","74","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Griechisch(?)","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-11","\N","\N","\N"
"\N","\N","\N","a; b","\N","362;235","\N","\N","              ","Dokumentarisch","dokumentarisch","\N","\N","T","\N","Lincoln Blumell (summer school 2012)","Sprach: Z. ⲛ̄ⲧⲃⲉ 5/6 für ⲉⲧⲃⲉ vgl. BAL VIII 27a. – Verso: Adresse.","T","\N","|35,5|","alte Inv.-Nr.: 362 a und 235 b","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|10,5|","Brief. An 'meinen περίβλεπτος Herrn Bruder' (Z. 1.4.7); die Schiffer haben Beschwerde (?) gegen Enoch eingelegt, der anscheinend mit Geld durchgebrannt ist; der Dux verlangt seine Auslieferung. Der Adressat wird gebeten, ihn in Gewahrsam zu nehmen (ἀσφαλίζω) und zu übersenden. Ferner ist die Rede von 'genug Mahnern und Arbeitern',  die zusammengerufen werden, deren Unterbringung aber Schwierigkeiten bereitet.","\N","\N","\N","6","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","959 g 3+4","T","\N","\N","\N","Brief","\N","\N","75","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto u. Verso","\N","\N","Koptisch","In Bearbeitung","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-07-21","\N","\N","\N"
"\N","\N","\N","a","\N","236","\N","\N","Rückseite frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|11,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|5,0|","Quittung (?), Z. 2/3 'sie werden bezahlt in Bezug auf das Maß kund das Trimesion hinein in die … der Dinge'.","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","547 b 2; 5 x 7","T","\N","\N","\N","Quittung","\N","\N","76","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","c","\N","236","\N","\N","s. eigenen Datensatz","Semi-literarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|7,3|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|3,0|","Bruchstück eines Zaubertextes; Ornamente.","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","548 a 1+2; 5 x 7","T","\N","\N","\N","Zaubertext","\N","\N","77","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","c","\N","236","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|7,3|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|3,0|","Fragment eines arabischen Briefes aus dem 9. Jh.","\N","\N","\N","9","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","548 a 1+2; 5 x 7","T","\N","\N","\N","Brief","\N","\N","77","Kopt. ","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","244","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","Sprachl.: Z. 8 ⲛⲧⲉⲧⲉⲛⲉ vgl. Bal VIII 140.","T","\N","|9,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|18,0|","Brief, linke Seite abgebrochen, viele Löcher, Z. 1 'ich teile mit', Z. 2 'der Steuerdirektor (χρυσώνης) ist zu uns gekommen; Z. 8 wird ein Theodore erwähnt.","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","548 b 1+2; 5 x 7","T","\N","\N","\N","Brief","\N","\N","78","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-11","\N","\N","\N"
"\N","\N","\N","\N","\N","244","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|9,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|18,0|","Schriftspuren","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","548 b 1+2; 5 x 7","T","\N","\N","\N","Briefadresse?","\N","\N","78","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","255","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","Sprachl.: Z. 5 ⲧⲉⲧⲛⲉ vgl. BAL VIII 140.","T","\N","|11,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|9,5|","Brief, links und unten abgebrochen; Bitte, für jemand, 'der zu mir gehört' (Z. 3), einen λόγος (Z. 5) zu schreiben.","\N","\N","\N","8","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","954 f 1+2","T","\N","\N","\N","Brief","\N","\N","79","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Griechisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","\N","\N","255","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|11,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|9,5|","Adresse (?) und ein Fragment einer Rechnung (?). – Clackson: 'Greek demosion tax receipt for Apa Senouthios, signed by Victor (and) Kollouthos.'","\N","\N","\N","8","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","954 f 1+2","T","\N","\N","\N","Brief","\N","\N","79","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","a","\N","256","\N","\N","Verso frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|8,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|7,5|","Liste von Wollbündeln, Z. 3 'zehn, die gesponnen sind', Z. 4 'die gemischten, denen man die ⲛⲓϩⲉ (Spezialausdruck?) beigegeben hat'.","\N","\N","\N","8","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","953 d 1","T","\N","\N","\N","Liste","\N","\N","80","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","\N","\N","258","\N","\N","Rückseite frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","Sprachl.: Z. 6 ⲃ für ϥ, vgl. Bal 121.","T","\N","|9,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|10,5|","Ausschnitt aus der rechten unteren Seite einer Urkunde. '(Wir), die wir unten mit unseren Händen (unterzeichnet haben und Zeugen gedungen haven), die für uns bezeugen … zu bereinigen (καθαροποιέω), wir (haben keinen Anspruch gegen dich) und deine Erben (und ein Mann), der gegen dich vorgehen (und fälscht das ) Zeugnis, indem er falsch schwört, (soll …) als Strafgeld (πρόστιμον) geben.","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","954 f 3+4","T","\N","\N","\N","Urkunde","\N","\N","81","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","\N","\N","260","\N","\N","Rückseite frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|13,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|8,8|","Ausschnittt aus der unteren Mitte einer Sicherheitsurkunde (ἀσφάλεια). Ausgestellt von einem Mann aus Thinute (identisch mit dem Z. 5 genannten Ala?). Z. 6 ein Kornschneider (ϣⲁⲧⲓⲟⲩⲟ - hapax), Z. 7 ein Zeuges namens Pneswo.","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","959 b 1+2","T","\N","\N","\N","Urkunde","\N","\N","82","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-11","\N","\N","\N"
"\N","\N","\N","\N","\N","261","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|13,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|10,0|","Brief, oben und links abgebrochen, Zusammenhang zerstört. Z. 6 'bis ich nach Norden komme (nach dem Willen?) Gottes und die Nachricht finde', Z. 8 'die Versammelten', Z. 9 'von klein bis groß'.","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","954 g 1-4","T","\N","\N","\N","Brief","\N","\N","83","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-11","\N","\N","\N"
"\N","\N","\N","\N","\N","261","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|13,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|10,0|","Zwei Zeilen arabisch, Schluß eines Briefes.","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","954 g 1-4","T","\N","\N","\N","Brief","\N","\N","83","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Arabisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","266","\N","\N","Verso frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","Das jetzt rechts oben angesetzte Fragment viellecht ursprünglich nicht in diesem Abstand.","T","\N","|14,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|8,5|","Brief, links und rechts abgebrochen; an einen Klostervorsteher oder Dorfnotablen (ⲛⲟϭ ⲛⲣⲱⲙⲉ), Z. 1.2 die Brieferöffnung 'am Anfang der Rede aber'; Z. 3 'dein Wächter', Z. 8. wird ein Johannes erwähnt.","\N","\N","\N","5","6","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","954 g 5","T","\N","\N","\N","Brief","\N","\N","84","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","\N","\N","269","\N","\N","Rückseite frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","Richard Burchfield und Lajos Berkes, (summer school 2012)","P.Heid.Inv. Kopt. 34 + 85 zusammengesetzt","T","\N","|9,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|14,5|","Brief. Links in unbestimmter Breite abgebrochen; abgerieben und durchlöchert. Leute aus Hace schreiben an den Herrn George (Z. 2, Titel zerstört), der Z. 8 und 10 als προαιρέτης angeredet wird. Z. 4: wir bitten (παρακαλέω). Der Inhalt der Bitte ist verloren gegangen; vgl.  zum Herrn George und zum Ort Hace P.Heid.kopt. inv. 25.","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","959 b 3+4","T","\N","\N","\N","Liste","\N","+ P.Heid.Inv.Kopt. 34","85","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N","Koptisch","In Bearbeitung","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-11-20","\N","\N","\N"
"\N","\N","\N","\N","\N","270","\N","\N","Rückseite frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|12,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|11,0|","Liste von Arzneimitteln; zwei Kolumnen mit Namen (Arsenik, Pfeffer, Mastix u.a.) und Zahlenangaben; dazwischen durchgehen Z. 6 'die Arzneien (ⲡⲉϩⲣ) …', Z. 9  'die Liste …'.– Clackson: 'ingredients include arsenic.'","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","954 G 6","T","\N","\N","\N","Liste","\N","\N","86","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-11","\N","\N","\N"
"\N","\N","\N","\N","\N","271","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|14,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|11,0|","Brief, rechts und links abgeschnitten, Zusammenhang zerstört. Z. 3 'die Rede', Z. 6 'schreibe mir wegen (?) des Viehs'; Z. 7 'und verlade den Weizen für den Schiffer'.","\N","\N","\N","5","6","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","955 d 1+2","T","\N","\N","\N","Brief","\N","\N","87","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","271","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|14,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|11,0|","\N","\N","\N","\N","5","6","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","955 d 1+2","T","\N","\N","\N","Fragment unbekannten Inhalts","\N","\N","87","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","272","\N","\N","Rückseite frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|10,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|13,0|","Brief, links und rechts abgebrochen, sehr verblaßt. Z. 3 'und der Emir siegelt', Z. 5 'laß nicht einen Mann…'.","\N","\N","\N","8","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","955 a 3","T","\N","\N","\N","Brief","\N","\N","88","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","c","\N","273","\N","\N","s. eigenen Datensatz","Dokumentarisch","\N","\N","\N","T","\N","\N","\N","T","\N","|11,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|3,5|","Unbestimmbares Fragment, Z. 2 'den Spender (χορηγός) von jedem Irrtum (πλάνη) …","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","552 b 21-23; 953 d 2+3","T","\N","\N","\N","Fragment eines urkundlichen Textes","\N","\N","89","Kopt.","\N","\N","\N","30.11.1982 T. Orlandi, Rom","\N","\N","\N","\N","Recto","\N","\N","Griechisch/Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-12","\N","\N","\N"
"\N","\N","\N","c","\N","273","\N","\N","s. eigenen Datensatz","Dokumentarisch","\N","\N","\N","T","\N","\N","\N","T","\N","|11,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|3,5|","\N","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","552 b 21-23; 953 d 2+3","T","\N","\N","\N","\N","\N","\N","89","Kopt. ","\N","\N","\N","30.11.1982 T. Orlandi, Rom","\N","\N","\N","\N","Verso","\N","\N","Griechisch(?)","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","276","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","Dieselbe Hand wie 87(?).","T","\N","|12,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|5,0|","Brief, oben und links abgebrochen, Z. 1 '(ich grüße o.a.) eure Väterlichkeit'; Z. 3.5. 'ich weise ihm zu' o.ä. (ὑποτάσσω); Z. 4 'und ich habe geschickt an Apa …","\N","\N","\N","5","6","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","953 d 4+5","T","\N","\N","\N","Brief","\N","\N","90","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","\N","\N","276","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|12,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|5,0|","griech. Rechnung (?)","\N","\N","\N","5","6","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","953 d 4+5","T","\N","\N","\N","Rechnung","\N","\N","90","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Griechisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","a","\N","280","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|5,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|7,5|","Brief, Format erhalten, nur die unterste (verso oberste) Zeile ist bestoßen. Z. 1 'gib es meinem geliebten …', Z. 2 'der Hirte'? Z. 5 'du nimmst sie '; Z. 8 'indem er frisch ist'?","\N","\N","\N","9","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","953 e 1-4","T","\N","\N","\N","Brief","\N","\N","91","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","a","\N","280","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","F","\N","\N","\N","T","\N","|5,5|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|7,5|","Z. 2 'du hast mir mitgeteilt', Z. 9 'dir schicken'.","\N","\N","\N","9","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","953 e 1-4","T","\N","\N","\N","Brief","\N","\N","91","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-04-01","\N","\N","\N"
"\N","\N","\N","J","\N","\N","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","Verso: Schriftspuren.","T","\N","|19,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|17,5|","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","959 d 3+4","T","\N","\N","\N","Liste?","\N","\N","92","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
"\N","\N","\N","\N","\N","282","\N","\N","Rückseite frei","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|12,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|12,0|","Brief, rechts und links abgebrochen. Z. 1 '(im) Namen Gottes zuerst'; Z. 2 'meine Mutter, (ich) grüße dich'. Der weitere Zusammenhang ist zerstört.","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","955 a 4","T","\N","\N","\N","Brief","\N","\N","93","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Vorderseite","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","\N","\N","283","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","Sprachl.: Z. 4.6 ϫⲛⲟⲉⲓⲥ für ϫⲟⲉⲓⲥ.","T","\N","|9,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|10,0|","Brief, links und rechts abgebrochen. Z. 1 (ich warte auf o.ä.) 'Nachricht, denn mein Herz …'; Z. 2 'ich bin eine Frau …', Z. 3 wird eine Reise nach Süden geplant.","\N","\N","\N","8","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","955 a 5+6","T","\N","\N","\N","Brief","\N","\N","94","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Recto","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","\N","\N","283","\N","\N","s. eigenen Datensatz","Dokumentarisch","dokumentarisch","\N","\N","T","\N","\N","\N","T","\N","|9,0|","\N","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|10,0|","Brief einer zweiten Hand, mit Segenswünschen.","\N","\N","\N","8","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","955 a 5+6","T","\N","\N","\N","Brief","\N","\N","94","Kopt.","\N","\N","\N","\N","\N","\N","\N","\N","Verso","\N","\N","Koptisch","Unpubliziert","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-02-19","\N","\N","\N"
"\N","\N","\N","a I.II","\N","286","\N","\N","s. eigenen Datensatz","Semi-literarisch","semi-literarisch","Zaubertext","\N","T","\N","Korshi Dosoo (summer school 2012)","\N","T","\N","|11,3|10,8|","alte Inv.-Nr.: 286 a I.II
zwei Fragmente, 10,0 x 8,0; 11,5 x 7,0.","1998-08-01","\N","\N","\N","\N","\N","\N","\N","1897","\N","Reinhardt, K.","\N","\N","\N","\N","|6,7|7,8|","Zaubertext. Es ist die Rede von einem Berg, Geschrei, einer Quelle, einer Frau und dem Menschengeschlecht (ⲕⲉⲛⲟⲥ ⲛⲛⲁⲇⲁⲙ).","\N","\N","\N","7","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","Papyrus","\N","\N","548 c 1+2; 956 a 5+6; 5 x 7","T","\N","\N","\N","Zaubertext","\N","\N","95","Kopt.","\N","\N","\N","30.3.1976 W. Vycichl, Genf","\N","\N","\N","\N","Recto","\N","\N","Koptisch","In Bearbeitung","\N","\N","\N","\N","\N","\N","\N","\N","\N","2012-07-21","\N","\N","\N"
